elo,games,remakes,playing_time,kills,deaths,assists,gold,pentakills,wards,minions,damage,champion_1,champion_2,champion_3
Unranked,4,0,2.0,9,31,23,33.2k,0,43,432,37.3k,Ahri,Sivir,Poppy
Unranked,63,3,1.3,323,367,316,662.1k,0,431,9.4k,703.8k,Jhin,Kayn,Vayne
Bronze I,118,4,2.5,773,544,971,1.2m,0,2.4k,8.8k,1.3m,Akali,Yasuo,Pyke
Bronze IV,8,2,4.3,34,49,79,77.5k,0,81,840,137.6k,Sona,Ahri,Morgana
Bronze I,1,0,32.6,6,12,7,11.6k,0,16,49,8.2k,Pyke,Taliyah,Poppy
Bronze III,4,0,1.8,36,16,39,44.2k,0,36,528,83.7k,Evelynn,Kayn,Brand
Bronze I,10,0,4.7,28,40,97,84.2k,0,197,508,99.5k,Bard,Rakan,Alistar
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Quinn,Warwick,Vayne
Bronze IV,0,0,0.0,0,0,0,0,0,0,0,0,Brand,Fiddlesticks,Morgana
Bronze III,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Soraka,Jinx
Bronze III,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Rakan,Lulu
Bronze IV,88,3,1.9,467,526,915,861.8k,0,553,7.2k,1.4m,Garen,Fiora,Braum
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Jhin,Master Yi
Bronze III,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Camille,"RekSai"
Bronze I,14,0,7.0,84,85,82,147.2k,0,111,1.8k,148.2k,Udyr,Graves,Pyke
Bronze IV,45,2,23.9,192,312,314,505.1k,0,432,6.5k,1.1m,Aurelion Sol,Xin Zhao,Blitzcrank
Iron I,0,0,0.0,0,0,0,0,0,0,0,0,Vi,Maokai,Pantheon
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Kayn,Aatrox,Veigar
Unranked,1,0,39.2,2,6,16,10.9k,0,19,18,13.4k,Lux,Xayah,Sona
Bronze IV,78,4,1.6,273,490,705,691.3k,0,555,4.9k,1.0m,Aatrox,Ahri,Akali
Unranked,1,0,29.1,11,5,9,11.8k,0,11,129,22.9k,Riven,Tristana,Yasuo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nautilus,Yorick,Udyr
Bronze I,26,2,12.8,162,149,238,263.0k,0,235,3.0k,493.6k,Lux,Ahri,Evelynn
Bronze III,18,1,9.1,112,121,143,182.1k,0,136,1.9k,305.0k,Lux,Karthus,Yasuo
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Varus,Tristana
Bronze II,3,0,1.6,10,34,28,29.4k,0,18,404,49.8k,Talon,Shen,Fiora
Bronze III,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Jinx,Akali
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Aatrox,Ahri
Bronze IV,57,4,1.2,415,487,426,619.1k,0,350,6.3k,1.2m,"ChoGath",Talon,Nasus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ashe,Twitch,Morgana
Bronze II,2,0,1.2,22,11,19,28.0k,0,15,345,55.1k,Thresh,Twitch,Aurelion Sol
Bronze IV,5,0,2.3,12,29,76,47.2k,0,48,626,55.4k,Master Yi,Warwick,Jax
Bronze III,22,0,11.8,121,132,267,250.4k,0,312,2.2k,304.1k,Vi,Kayn,Rakan
Bronze I,5,0,2.8,22,44,44,57.0k,0,64,636,71.0k,Zyra,Vladimir,Draven
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,"ChoGath",Yasuo
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,Syndra,Katarina
Bronze I,13,0,5.7,53,66,50,129.7k,0,77,2.2k,170.5k,Gnar,Garen,Jax
Bronze II,17,1,9.1,97,61,160,216.5k,0,173,3.3k,316.5k,Hecarim,Sivir,Twitch
Gold II,35,1,16.7,197,213,246,391.4k,0,294,5.7k,508.4k,Yasuo,Sivir,Shyvana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Bronze I,9,0,4.6,47,47,68,92.5k,0,98,1.1k,152.1k,Miss Fortune,Amumu,Ziggs
Bronze III,0,0,0.0,0,0,0,0,0,0,0,0,Olaf,Gnar,Akali
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Garen,Draven,Vladimir
Unranked,1,0,36.5,2,8,3,9.7k,0,11,153,16.2k,Yasuo,Lee Sin,Udyr
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Tristana,Vi,Poppy
Bronze II,2,0,56.7,7,12,7,15.2k,0,15,139,14.8k,Udyr,Soraka,Leona
Bronze I,8,0,4.6,11,42,137,75.2k,0,274,244,83.2k,Nautilus,Rakan,Alistar
Bronze I,4,0,2.0,9,21,31,35.7k,0,34,523,48.7k,Nautilus,Shen,Zed
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Kindred,Blitzcrank
Iron I,32,1,17.6,121,141,382,312.4k,0,474,1.8k,587.7k,Swain,Zyra,Volibear
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ryze,Lux,Yasuo
Bronze I,2,0,45.7,12,6,12,20.2k,0,13,295,39.8k,Draven,Fizz,Darius
Bronze I,1,0,24.5,0,8,2,6.4k,0,5,125,10.6k,Yasuo,Tryndamere,Lux
Bronze II,16,0,7.7,119,82,129,185.1k,1,133,2.5k,338.2k,Jinx,Ahri,Lucian
Bronze II,81,2,1.8,519,445,726,873.3k,0,713,10.1k,1.4m,Jinx,Miss Fortune,Thresh
Bronze IV,0,0,0.0,0,0,0,0,0,0,0,0,Jayce,Ekko,Lux
Bronze IV,13,0,6.8,89,107,113,147.5k,0,103,1.7k,254.3k,Vayne,Lucian,Ezreal
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Miss Fortune,Jinx,Jhin
Bronze III,14,0,7.6,63,93,110,146.3k,0,94,1.9k,223.2k,Draven,Udyr,Shaco
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Thresh,Teemo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jax,Fiora,Warwick
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Garen,Kayle,Katarina
Bronze IV,8,0,4.1,23,59,66,74.3k,0,75,951,112.8k,Poppy,Dr. Mundo,Amumu
Bronze II,8,0,3.8,23,34,56,69.7k,0,60,720,77.2k,Brand,Malzahar,Jinx
Bronze II,5,0,2.1,48,30,12,49.2k,0,24,536,95.1k,Diana,Talon,Garen
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Katarina,Orianna
Bronze I,2,0,51.6,0,8,27,13.0k,0,21,27,8.4k,Janna,Orianna,Soraka
Bronze I,7,0,3.2,13,39,81,52.6k,0,139,238,42.3k,Leona,Morgana,Soraka
Bronze III,7,0,3.8,37,40,37,79.2k,0,45,1.0k,102.0k,Dr. Mundo,Jax,Udyr
Bronze III,22,0,11.0,79,149,149,201.1k,0,222,2.5k,365.9k,Jinx,Leona,Annie
Unranked,22,0,10.5,100,153,175,205.4k,0,216,2.2k,260.1k,Malzahar,Ziggs,Volibear
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Gangplank,Fizz,Wukong
Bronze I,5,0,2.4,26,27,48,47.4k,0,77,405,92.3k,Rammus,Renekton,"KhaZix"
Bronze III,1,0,28.9,3,3,8,8.9k,0,7,142,17.7k,Anivia,Nami,Caitlyn
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Azir,LeBlanc
Bronze I,2,0,1.1,16,7,15,29.7k,0,23,469,49.7k,Rengar,Zed,Pantheon
Bronze II,5,0,2.6,39,44,36,50.3k,0,41,451,109.5k,Diana,Shyvana,Vladimir
Bronze I,4,0,1.7,67,5,25,60.5k,0,9,741,98.3k,Volibear,Sejuani,Nautilus
Unranked,15,1,7.2,72,74,103,128.9k,0,114,1.3k,159.5k,Evelynn,Annie,Morgana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,Morgana,Leona
Bronze I,11,0,5.7,95,65,99,145.5k,0,98,1.9k,248.0k,Ashe,Jinx,Jhin
Bronze II,17,0,8.3,31,108,151,134.6k,0,291,801,138.6k,Warwick,Tahm Kench,Leona
Bronze I,1,0,35.1,3,9,8,10.3k,0,7,158,16.2k,Jinx,Renekton,Vi
Unranked,3,0,1.8,7,16,19,29.2k,0,16,455,38.3k,Teemo,Zyra,Jinx
Bronze IV,50,0,1.1,290,318,343,500.1k,0,426,4.8k,843.6k,"ChoGath",Alistar,Pantheon
Bronze I,101,1,2.1,723,728,763,1.1m,0,756,12.3k,1.9m,Brand,Pyke,Pantheon
Bronze II,18,1,9.5,94,92,144,207.9k,0,167,2.7k,246.4k,Lux,Blitzcrank,Amumu
Bronze II,70,3,1.4,534,504,851,773.5k,0,771,5.7k,1.2m,Thresh,Rakan,Morgana
Bronze IV,133,6,2.8,568,659,943,1.3m,0,1.7k,15.5k,1.4m,Thresh,Nocturne,Jax
Bronze I,6,0,3.5,26,37,65,72.5k,0,43,1.1k,115.8k,Ashe,Caitlyn,Garen
Bronze IV,38,0,19.3,153,240,360,365.8k,0,494,3.7k,527.2k,Xin Zhao,Leona,Shyvana
Bronze IV,18,1,8.0,157,111,87,204.3k,0,121,2.2k,306.0k,Darius,Lucian,Thresh
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Kennen,Teemo,Kayle
Bronze I,106,1,2.2,690,538,672,1.1m,0,774,13.7k,1.6m,Udyr,Vayne,Miss Fortune
Bronze I,1,0,26.1,3,2,6,9.9k,0,8,148,5.8k,Lux,Ashe,Lissandra
Bronze IV,38,0,19.9,289,197,350,469.1k,0,243,6.6k,824.8k,Shyvana,Rakan,Jinx
Bronze II,1,0,40.6,28,4,19,24.3k,0,16,269,74.7k,Jinx,Vayne,Lee Sin
Bronze II,0,0,0.0,0,0,0,0,0,0,0,0,Wukong,Volibear,Teemo
Bronze II,16,1,7.4,55,114,79,138.4k,0,103,1.9k,215.0k,Ekko,Miss Fortune,Teemo
Iron I,118,3,2.5,787,865,861,1.3m,0,842,17.3k,2.2m,Miss Fortune,Tristana,Fizz
Bronze I,4,0,2.3,20,28,40,50.3k,0,52,655,70.1k,Leona,Taric,Sona
Bronze IV,0,0,0.0,0,0,0,0,0,0,0,0,Nautilus,Sivir,"ChoGath"
Unranked,2,0,50.4,5,5,6,18.5k,0,10,383,25.5k,Tristana,Orianna,Jhin
Bronze I,68,3,1.5,263,466,539,659.0k,0,453,8.0k,924.9k,Kled,Thresh,Brand
Bronze III,57,1,1.2,428,469,445,670.1k,0,401,8.3k,1.2m,Urgot,Trundle,Singed
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Ziggs,Bard
Bronze I,10,0,4.7,55,39,117,103.7k,0,70,1.2k,109.3k,Soraka,Tryndamere,Lee Sin
Bronze IV,37,1,18.6,200,264,264,379.6k,0,277,4.5k,561.0k,Akali,Jhin,Vayne
Unranked,43,2,19.9,196,269,292,407.6k,0,303,4.9k,417.8k,Volibear,Xin Zhao,Ivern
Bronze III,2,0,1.1,5,16,20,18.9k,0,41,89,29.5k,Jhin,Miss Fortune,Varus
Bronze I,3,0,1.4,4,5,27,21.7k,0,32,54,29.5k,Morgana,Miss Fortune,Lux
Bronze II,6,0,2.9,28,32,71,61.4k,0,84,344,89.9k,Lulu,Nautilus,Katarina
Unranked,13,0,6.1,89,59,100,128.7k,0,85,1.5k,246.9k,Ahri,"ChoGath",Thresh
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,"KhaZix",Ezreal,Lux
Bronze I,20,1,9.9,149,116,111,234.1k,0,126,3.4k,373.2k,Jayce,Dr. Mundo,Tryndamere
Bronze II,17,1,7.6,262,123,84,246.8k,0,108,3.1k,528.3k,Annie,Bard,Kayle
Unranked,17,0,7.7,67,92,94,157.0k,0,110,2.0k,150.0k,Udyr,Elise,Sivir
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lulu,Thresh,Morgana
Unranked,14,1,7.0,30,97,66,120.9k,0,71,1.7k,126.7k,Gnar,Tristana,Shyvana
Bronze II,4,0,2.1,17,11,25,44.6k,0,44,581,55.8k,Brand,Karma,Teemo
Unranked,10,0,5.0,12,62,93,73.0k,0,192,265,66.3k,Thresh,Ezreal,Tahm Kench
Bronze II,20,0,10.7,108,140,191,216.6k,0,187,2.6k,332.3k,Nasus,Malphite,Darius
Bronze II,148,4,3.1,1.0k,1.0k,1.4k,1.7m,1,1.6k,20.5k,2.8m,Nunu & Willump,Renekton,Xin Zhao
Bronze III,21,0,10.2,158,123,102,226.3k,0,151,3.2k,418.9k,Fizz,Talon,Azir
Bronze II,108,1,2.4,530,828,776,1.1m,0,657,11.6k,1.3m,Master Yi,Volibear,Caitlyn
Silver II,83,2,1.7,503,387,486,908.9k,0,690,13.0k,1.3m,Shaco,Urgot,Hecarim
Silver III,40,2,18.6,221,261,223,399.9k,0,325,5.3k,682.0k,Urgot,Renekton,Aatrox
Unranked,6,0,2.7,31,29,25,61.2k,0,61,929,69.3k,Rengar,Nidalee,Ahri
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jarvan IV,Rammus,Teemo
Silver III,34,0,18.9,211,179,330,426.9k,0,396,5.7k,570.3k,Lee Sin,"KhaZix",Yasuo
Silver II,569,6,12.2,3.9k,2.9k,4.0k,6.5m,0,4.5k,81.2k,11.1m,Akali,Jhin,Yasuo
Unranked,1,0,17.1,1,5,1,5.4k,0,7,107,5.9k,"KogMaw",Jax,Leona
Bronze I,76,2,1.6,410,524,666,780.7k,0,522,8.3k,944.1k,Vi,Warwick,Master Yi
Silver I,59,2,1.3,377,299,624,654.1k,0,661,5.7k,1.6m,Xerath,Lux,Morgana
Silver IV,16,1,7.1,64,120,119,134.6k,0,197,1.3k,178.4k,Janna,Xin Zhao,Leona
Silver I,95,6,2.0,471,523,667,1.1m,0,600,16.2k,1.3m,Kayn,Jax,Xin Zhao
Silver I,138,0,2.8,766,648,1.2k,1.4m,0,1.2k,17.2k,2.2m,Swain,Sion,Tristana
Silver IV,75,4,1.6,523,491,606,831.0k,0,1.1k,9.7k,1.6m,Garen,Draven,Akali
Silver I,28,1,14.0,103,98,202,284.6k,0,327,3.4k,294.5k,Udyr,Lucian,Fizz
Silver II,64,3,1.4,483,377,395,741.0k,0,630,9.5k,1.3m,Zoe,Draven,Darius
Bronze I,56,1,1.2,389,438,346,618.1k,0,434,7.5k,1.0m,Zoe,Azir,Sion
Silver IV,10,0,5.0,64,55,77,102.0k,0,120,1.2k,170.5k,Rakan,Teemo,Kayn
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Veigar,Aatrox,Ahri
Silver III,73,2,1.5,353,372,594,808.8k,0,554,12.6k,1.2m,Jinx,Ashe,Sivir
Unranked,17,0,8.3,44,100,245,146.3k,0,459,413,163.9k,Karma,Morgana,Soraka
Gold IV,83,1,1.6,318,571,538,770.8k,0,723,10.5k,1.2m,Aatrox,Ahri,Akali
Bronze I,23,1,11.7,178,115,182,251.3k,0,256,2.7k,389.3k,Shen,Talon,Yasuo
Silver IV,14,0,7.2,103,106,118,158.4k,0,151,1.7k,255.7k,Nasus,Amumu,Urgot
Silver I,19,0,9.2,186,116,113,236.2k,0,133,3.0k,434.1k,Yasuo,Akali,Katarina
Unranked,8,0,4.1,58,53,66,94.2k,0,82,1.3k,175.4k,Zoe,Veigar,Xerath
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Leona,Gnar,Jinx
Silver II,24,0,12.3,150,163,131,276.8k,0,238,3.9k,429.2k,Darius,Renekton,Nasus
Silver I,6,0,2.4,49,26,10,67.1k,0,41,1.1k,114.7k,Draven,Azir,Zed
Silver IV,113,4,2.3,935,582,660,1.3m,1,897,17.9k,2.2m,Jax,Yasuo,Kayn
Silver III,24,2,12.3,47,150,346,207.0k,0,502,744,251.8k,Alistar,Sona,Thresh
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Jarvan IV,Alistar
Silver III,60,6,1.3,360,324,465,650.5k,0,397,8.3k,1.2m,Pyke,Nidalee,"RekSai"
Silver III,8,1,3.7,52,43,37,92.1k,0,61,1.4k,141.9k,Viktor,Veigar,Tristana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zac,Alistar,Warwick
Bronze I,8,0,4.1,37,58,91,81.8k,0,107,620,113.1k,Zoe,Tristana,Sona
Silver III,3,0,1.3,7,17,10,24.8k,0,24,439,45.6k,Yasuo,Jhin,Pantheon
Silver I,50,0,1.0,153,297,581,420.5k,0,789,1.7k,473.3k,Thresh,Jinx,Zyra
Silver II,43,1,20.7,144,239,465,372.4k,0,714,2.5k,492.3k,Nami,Zoe,Lux
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zilean,Taric,Aatrox
Silver II,63,1,1.2,434,261,262,657.1k,0,380,9.7k,1.2m,Anivia,Viktor,"ChoGath"
Gold I,40,0,16.8,238,156,249,427.8k,0,306,6.8k,714.1k,Aurelion Sol,Lucian,Yasuo
Silver IV,141,4,3.0,773,887,1.1k,1.6m,1,1.3k,21.5k,2.4m,"KaiSa",Ashe,Thresh
Silver I,10,0,5.2,91,42,66,123.7k,0,99,1.7k,219.5k,Annie,Darius,Jinx
Silver II,19,2,8.6,153,99,151,205.7k,0,212,2.2k,330.0k,Kled,Kayle,Garen
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Veigar,Teemo
Silver II,84,3,1.8,318,349,808,802.0k,0,1.2k,7.1k,1.0m,Warwick,Ziggs,Thresh
Silver IV,104,1,2.1,292,623,1.3k,897.7k,0,2.0k,3.6k,1.3m,Sona,Gnar,Morgana
Silver III,216,3,4.5,1.8k,1.3k,1.5k,2.5m,1,2.0k,34.5k,4.6m,Ekko,Sylas,Zed
Silver I,76,0,1.6,448,357,454,935.9k,0,686,13.9k,1.5m,Yorick,Shaco,Gragas
Silver III,99,4,2.0,267,521,996,789.9k,0,2.1k,2.8k,896.7k,Tahm Kench,Braum,Thresh
Silver III,144,7,3.0,1.1k,1.1k,867,1.7m,0,982,22.5k,2.8m,Yasuo,Kayn,Master Yi
Silver I,16,0,7.6,132,59,155,189.8k,0,171,2.4k,347.5k,Vladimir,Shen,Ryze
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver IV,33,1,17.2,166,188,264,335.4k,0,360,4.2k,502.5k,Jinx,Nasus,Veigar
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Veigar,Miss Fortune,Urgot
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,Zed,Aatrox
Silver I,87,2,1.8,461,528,726,910.6k,0,944,11.4k,1.8m,Ekko,Brand,Singed
Silver IV,76,1,1.5,594,491,407,828.0k,0,555,10.8k,1.4m,Talon,Jax,Katarina
Silver III,218,8,4.4,709,1.3k,2.5k,1.9m,0,3.9k,9.3k,2.4m,Leona,Nautilus,Janna
Silver III,108,3,2.2,636,729,864,1.2m,0,1.1k,15.3k,1.8m,Vi,Orianna,Lucian
Unranked,27,0,13.4,129,140,172,266.6k,0,270,3.6k,392.4k,Brand,Maokai,Kindred
Unranked,11,2,6.0,89,67,93,132.6k,0,113,1.8k,315.1k,Ahri,Ashe,Jinx
Silver II,3,0,1.5,29,22,30,36.8k,0,8,514,61.7k,Fizz,Poppy,Annie
Silver III,8,0,4.0,53,49,60,95.9k,0,77,1.3k,151.6k,Pantheon,Garen,Morgana
Silver II,35,0,16.9,90,187,448,292.2k,0,713,771,269.1k,Thresh,Braum,Blitzcrank
Silver III,21,2,11.2,139,106,197,250.8k,0,281,3.2k,428.9k,Ashe,Kalista,Ezreal
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Jhin,Zed
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Ashe,Lux
Silver I,29,0,14.3,154,115,161,307.3k,0,126,4.9k,422.8k,Yasuo,Vayne,Rengar
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Kindred,Xayah,Veigar
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Caitlyn,Blitzcrank
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Azir,Mordekaiser
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Singed,Garen,Lucian
Silver II,12,1,5.4,101,70,64,143.6k,0,102,1.8k,244.3k,Jhin,Caitlyn,Fizz
Silver III,24,1,11.9,90,128,216,232.8k,0,296,2.6k,408.7k,Jhin,Thresh,Lux
Silver II,3,0,1.7,17,17,42,33.5k,0,70,111,53.1k,Sona,Thresh,Xin Zhao
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Wukong,Pyke
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Anivia,Yasuo,Teemo
Unranked,29,3,15.6,30,123,431,248.4k,0,532,201,212.1k,Nami,Rakan,Braum
Gold III,16,0,7.7,112,108,137,184.0k,0,139,2.6k,365.1k,Ahri,Caitlyn,Gnar
Silver I,1,0,22.3,0,3,10,5.6k,0,13,25,2.3k,Miss Fortune,Nami,Ahri
Unranked,4,0,1.9,9,19,76,35.6k,0,92,49,37.4k,Lux,Soraka,Poppy
Silver III,3,0,1.5,22,21,17,38.9k,0,43,565,83.2k,Tryndamere,Gnar,Jax
Silver IV,56,4,1.2,388,286,400,694.3k,1,599,10.0k,1.1m,Varus,Xayah,Syndra
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Soraka,Veigar
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Iron II,1,0,40.1,6,6,10,13.6k,0,10,221,43.9k,Aatrox,Ahri,Akali
Silver IV,22,2,11.8,68,116,309,201.7k,0,563,1.4k,220.6k,Aatrox,Ahri,Akali
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver II,43,2,21.3,419,207,259,561.9k,2,338,8.1k,1.0m,Vayne,Lucian,Yasuo
Silver III,1,0,35.5,3,9,6,10.1k,0,7,151,9.0k,Katarina,Fizz,Lucian
Silver IV,6,1,3.0,25,35,56,56.9k,0,115,707,79.2k,Jhin,Xayah,Varus
Silver II,8,0,4.1,37,44,74,76.4k,0,97,776,117.8k,Brand,Lux,Morgana
Silver IV,6,0,2.8,79,43,30,77.7k,0,43,771,132.8k,Master Yi,Ekko,Wukong
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Orianna,Veigar,Dr. Mundo
Unranked,6,0,2.5,29,38,27,51.7k,0,32,681,94.1k,Aatrox,Ahri,Akali
Silver II,3,0,1.4,13,18,32,29.4k,0,43,322,29.2k,Zac,Gragas,Vi
Silver I,35,1,16.3,161,147,361,322.4k,0,517,2.3k,466.9k,Diana,Morgana,Nami
Silver II,19,0,8.7,57,144,153,143.9k,0,221,1.2k,161.9k,Swain,Nautilus,Twitch
Silver III,18,0,9.4,100,159,134,194.4k,0,181,2.1k,307.7k,Sion,Sona,Jinx
Silver III,5,0,2.4,27,21,26,53.6k,0,64,741,73.3k,Leona,Brand,Master Yi
Silver III,55,0,1.2,194,262,445,565.6k,1,820,7.7k,782.1k,Shen,Malphite,Soraka
Silver II,8,0,3.8,42,43,51,83.2k,0,74,1.3k,142.1k,Yasuo,Darius,Zed
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Amumu,Graves,Sejuani
Silver II,1,0,26.9,3,3,5,9.4k,0,9,158,6.3k,Ahri,Kayn,Illaoi
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Orianna,Ekko
Silver IV,5,0,2.6,28,16,55,58.4k,0,60,777,82.7k,Malzahar,Azir,Ekko
Silver III,1,0,15.8,3,2,3,4.7k,0,4,10,5.9k,Veigar,Ahri,Miss Fortune
Silver I,14,0,7.0,80,84,77,151.2k,1,161,2.1k,222.9k,Ahri,Fiora,Nautilus
Silver IV,36,0,17.3,166,238,327,364.4k,0,304,5.4k,548.5k,Anivia,Zoe,Swain
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Orianna,Tristana
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Miss Fortune,Ashe,Warwick
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Zyra,Nautilus,Malzahar
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Skarner,Ezreal,"KogMaw"
Silver I,19,0,8.7,115,117,149,198.4k,0,103,2.5k,320.3k,Kennen,Draven,Rengar
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Akali,Yasuo,Pantheon
Silver III,6,0,3.1,40,48,34,82.6k,0,72,1.3k,141.0k,Lux,Graves,Xayah
Silver IV,5,0,2.4,46,23,35,57.6k,0,47,764,91.7k,Gragas,Graves,Gangplank
Silver II,52,1,1.0,124,267,541,425.5k,0,930,2.4k,461.4k,Morgana,Caitlyn,Udyr
Silver III,2,0,1.1,12,18,14,22.4k,0,15,286,38.8k,Wukong,Master Yi,Lux
Silver III,8,1,4.0,47,57,51,84.7k,0,54,1.1k,94.1k,Vayne,Kindred,Shyvana
Silver II,9,0,4.1,48,37,45,91.4k,0,72,1.2k,89.3k,Twitch,Warwick,Jinx
Silver I,39,2,19.4,186,136,160,403.5k,0,342,5.6k,495.6k,Volibear,Garen,Quinn
Silver IV,1,0,30.2,14,13,5,14.5k,0,7,157,26.9k,Riven,Lux,Veigar
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Jhin,Lucian
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Vayne,Warwick
Silver IV,10,0,5.1,72,61,82,99.7k,0,194,302,106.3k,Shaco,Twitch,Pyke
Silver III,15,0,7.5,96,116,151,171.7k,0,127,2.5k,300.7k,Jinx,Lucian,Jhin
Silver III,31,0,15.2,185,133,214,330.9k,0,313,4.4k,561.7k,Taric,Urgot,Yorick
Silver II,10,0,4.7,22,29,156,84.2k,0,243,176,87.4k,Sona,Ekko,Janna
Unranked,2,0,1.2,8,6,21,19.5k,0,46,31,25.5k,Lux,Shen,Pyke
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Shen,Sona,Janna
Silver II,1,0,40.4,5,9,8,13.3k,0,12,157,16.6k,Lucian,Vayne,Fiora
Silver III,0,0,0.0,0,0,0,0,0,0,0,0,Kayle,Malzahar,Ekko
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Gnar,Tristana,Lucian
Silver I,2,0,59.9,2,16,8,18.0k,0,23,342,19.7k,Jhin,Twitch,Lucian
Unranked,173,6,3.6,1.3k,1.1k,922,2.1m,1,1.3k,29.2k,3.4m,Draven,Riven,Master Yi
Bronze III,24,1,12.5,126,185,136,257.0k,0,177,3.3k,358.6k,Udyr,Jinx,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Sion,Warwick,Teemo
Silver IV,1,0,39.1,4,10,22,10.7k,0,15,66,15.0k,Ahri,Morgana,Lux
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Ahri,LeBlanc
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nasus,Teemo,Garen
Silver I,0,0,0.0,0,0,0,0,0,0,0,0,Twitch,Rammus,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Janna,Morgana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zed,Lee Sin,Aatrox
Silver IV,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Silver III,60,1,1.2,770,358,334,811.9k,3,373,10.0k,1.7m,Katarina,Wukong,LeBlanc
Silver II,4,0,2.2,20,44,21,40.1k,0,37,566,62.3k,Jinx,LeBlanc,Caitlyn
